ID,Name,Category,Price
2542,Item 2542,Food,324.98
2543,Item 2543,Food,88.43
2544,Item 2544,Home,752.93
2545,Item 2545,Electronics,330.68
2546,Item 2546,Food,545.16
2547,Item 2547,Garden,167.58
2548,Item 2548,Home,351.1
2549,Item 2549,Beauty,378.81
2550,Item 2550,Clothing,325.41
2551,Item 2551,Sports,790.77
2552,Item 2552,Electronics,252.95
2553,Item 2553,Clothing,837.3
2554,Item 2554,Health,353.87
2555,Item 2555,Home,559.84
2556,Item 2556,Sports,408.78
2557,Item 2557,Food,24.98
2558,Item 2558,Sports,250.9
2559,Item 2559,Books,971.2
2560,Item 2560,Health,133.41
2561,Item 2561,Sports,768.77
2562,Item 2562,Food,772.15
2563,Item 2563,Toys,369.81
2564,Item 2564,Beauty,381.13
2565,Item 2565,Books,314.26
2566,Item 2566,Garden,27.77
2567,Item 2567,Garden,250.11
2568,Item 2568,Food,918.72
2569,Item 2569,Health,626.56
2570,Item 2570,Home,261.38
2571,Item 2571,Clothing,803.76
2572,Item 2572,Clothing,582.43
2573,Item 2573,Health,741.34
2574,Item 2574,Garden,473.84
2575,Item 2575,Clothing,809.0
2576,Item 2576,Books,208.33
2577,Item 2577,Health,474.18
2578,Item 2578,Clothing,831.98
2579,Item 2579,Food,862.16
2580,Item 2580,Home,105.85
2581,Item 2581,Beauty,560.11
2582,Item 2582,Clothing,407.7
2583,Item 2583,Electronics,278.08
2584,Item 2584,Health,657.09
2585,Item 2585,Home,249.76
2586,Item 2586,Books,802.98
2587,Item 2587,Books,244.1
2588,Item 2588,Books,992.73
2589,Item 2589,Home,637.8
2590,Item 2590,Electronics,61.66
2591,Item 2591,Health,702.17
2592,Item 2592,Health,176.59
2593,Item 2593,Clothing,477.67
2594,Item 2594,Food,976.51
2595,Item 2595,Food,699.19
2596,Item 2596,Sports,193.41
2597,Item 2597,Food,612.29
2598,Item 2598,Food,837.01
2599,Item 2599,Books,133.26
2600,Item 2600,Electronics,177.4
2601,Item 2601,Home,18.29
2602,Item 2602,Food,341.09
2603,Item 2603,Toys,52.82
2604,Item 2604,Sports,788.28
2605,Item 2605,Home,653.79
2606,Item 2606,Electronics,769.57
2607,Item 2607,Beauty,783.71
2608,Item 2608,Beauty,607.29
2609,Item 2609,Garden,337.87
2610,Item 2610,Health,598.12
2611,Item 2611,Sports,796.44
2612,Item 2612,Electronics,627.04
2613,Item 2613,Clothing,780.97
2614,Item 2614,Toys,629.49
2615,Item 2615,Health,499.15
2616,Item 2616,Clothing,745.7
2617,Item 2617,Electronics,921.96
2618,Item 2618,Beauty,421.92
2619,Item 2619,Health,816.81
2620,Item 2620,Food,698.92
2621,Item 2621,Clothing,440.21
2622,Item 2622,Electronics,396.93
2623,Item 2623,Health,122.31
2624,Item 2624,Books,515.7
2625,Item 2625,Beauty,998.08
2626,Item 2626,Electronics,443.5
2627,Item 2627,Garden,384.43
2628,Item 2628,Clothing,604.35
2629,Item 2629,Books,885.83
2630,Item 2630,Food,318.64
2631,Item 2631,Health,434.66
2632,Item 2632,Garden,908.11
2633,Item 2633,Sports,573.3
2634,Item 2634,Home,501.43
2635,Item 2635,Food,293.01
2636,Item 2636,Sports,543.23
2637,Item 2637,Home,593.81
2638,Item 2638,Electronics,252.43
2639,Item 2639,Sports,580.64
2640,Item 2640,Beauty,832.61
2641,Item 2641,Food,849.84
2642,Item 2642,Sports,447.2
2643,Item 2643,Garden,277.84
2644,Item 2644,Books,206.25
2645,Item 2645,Electronics,146.88
2646,Item 2646,Home,598.04
2647,Item 2647,Sports,420.1
2648,Item 2648,Home,791.64
2649,Item 2649,Books,291.49
2650,Item 2650,Books,540.06
2651,Item 2651,Health,538.83
2652,Item 2652,Clothing,207.34
2653,Item 2653,Toys,929.21
2654,Item 2654,Sports,682.27
2655,Item 2655,Health,844.16
2656,Item 2656,Health,868.14
2657,Item 2657,Garden,972.27
2658,Item 2658,Electronics,604.39
2659,Item 2659,Health,551.86
2660,Item 2660,Home,34.07
2661,Item 2661,Garden,784.0
2662,Item 2662,Garden,190.51
2663,Item 2663,Beauty,762.62
2664,Item 2664,Clothing,395.49
2665,Item 2665,Electronics,437.66
2666,Item 2666,Home,863.28
2667,Item 2667,Books,837.74
2668,Item 2668,Electronics,323.88
2669,Item 2669,Garden,840.22
2670,Item 2670,Toys,752.9
2671,Item 2671,Sports,808.13
2672,Item 2672,Home,548.18
2673,Item 2673,Health,897.34
2674,Item 2674,Health,390.45
2675,Item 2675,Garden,972.33
2676,Item 2676,Toys,592.33
2677,Item 2677,Toys,315.78
2678,Item 2678,Food,381.66
2679,Item 2679,Food,833.06
2680,Item 2680,Sports,235.77
2681,Item 2681,Toys,673.63
2682,Item 2682,Health,330.04
2683,Item 2683,Clothing,114.8
2684,Item 2684,Garden,338.66
2685,Item 2685,Beauty,481.03
2686,Item 2686,Beauty,489.61
2687,Item 2687,Beauty,305.41
2688,Item 2688,Books,171.82
2689,Item 2689,Clothing,781.9
2690,Item 2690,Beauty,35.01
2691,Item 2691,Books,520.99
2692,Item 2692,Food,376.14
2693,Item 2693,Toys,23.1
2694,Item 2694,Food,70.51
2695,Item 2695,Toys,599.32
2696,Item 2696,Toys,566.92
2697,Item 2697,Garden,791.27
2698,Item 2698,Books,285.13
2699,Item 2699,Clothing,265.75
2700,Item 2700,Home,174.77
2701,Item 2701,Home,353.4
2702,Item 2702,Garden,864.42
2703,Item 2703,Food,436.44
2704,Item 2704,Beauty,691.89
2705,Item 2705,Electronics,551.24
2706,Item 2706,Health,120.82
2707,Item 2707,Home,274.71
2708,Item 2708,Sports,548.8
2709,Item 2709,Electronics,666.02
2710,Item 2710,Beauty,711.7
2711,Item 2711,Garden,711.13
2712,Item 2712,Health,890.89
2713,Item 2713,Health,757.19
2714,Item 2714,Clothing,812.56
2715,Item 2715,Electronics,517.11
2716,Item 2716,Sports,177.92
2717,Item 2717,Clothing,892.21
2718,Item 2718,Clothing,958.78
2719,Item 2719,Garden,575.53
2720,Item 2720,Home,568.15
2721,Item 2721,Food,560.5
2722,Item 2722,Food,439.83
2723,Item 2723,Health,208.46
2724,Item 2724,Garden,722.2
2725,Item 2725,Sports,478.47
2726,Item 2726,Food,626.26
2727,Item 2727,Books,954.75
2728,Item 2728,Food,557.87
2729,Item 2729,Beauty,795.64
2730,Item 2730,Sports,631.38
2731,Item 2731,Health,468.48
2732,Item 2732,Home,269.77
2733,Item 2733,Food,170.0
2734,Item 2734,Home,606.4
2735,Item 2735,Garden,140.06
2736,Item 2736,Garden,637.49
2737,Item 2737,Electronics,138.21
2738,Item 2738,Toys,248.72
2739,Item 2739,Health,120.0
2740,Item 2740,Toys,335.48
2741,Item 2741,Clothing,556.52
2742,Item 2742,Electronics,257.46
2743,Item 2743,Books,624.39
2744,Item 2744,Toys,700.96
2745,Item 2745,Home,126.22
2746,Item 2746,Home,565.56
2747,Item 2747,Clothing,66.9
2748,Item 2748,Home,92.2
2749,Item 2749,Health,756.3
2750,Item 2750,Sports,475.59
2751,Item 2751,Food,116.9
2752,Item 2752,Home,406.44
2753,Item 2753,Beauty,801.08
2754,Item 2754,Clothing,197.49
2755,Item 2755,Food,839.09
2756,Item 2756,Home,666.59
2757,Item 2757,Electronics,282.59
2758,Item 2758,Toys,150.61
2759,Item 2759,Books,360.12
2760,Item 2760,Garden,87.79
2761,Item 2761,Garden,505.53
2762,Item 2762,Garden,486.66
2763,Item 2763,Clothing,904.73
2764,Item 2764,Beauty,935.16
2765,Item 2765,Health,943.39
2766,Item 2766,Toys,707.83
2767,Item 2767,Garden,11.85
2768,Item 2768,Clothing,304.79
2769,Item 2769,Health,501.76
2770,Item 2770,Toys,971.05
2771,Item 2771,Books,369.24
2772,Item 2772,Beauty,967.53
2773,Item 2773,Garden,821.98
2774,Item 2774,Sports,267.82
2775,Item 2775,Clothing,657.48
2776,Item 2776,Home,269.32
2777,Item 2777,Clothing,978.45
2778,Item 2778,Health,358.79
2779,Item 2779,Books,509.14
2780,Item 2780,Food,573.27
2781,Item 2781,Home,100.45
2782,Item 2782,Beauty,723.02
2783,Item 2783,Books,258.82
2784,Item 2784,Sports,933.38
2785,Item 2785,Health,204.77
2786,Item 2786,Toys,458.51
2787,Item 2787,Garden,791.59
2788,Item 2788,Home,559.16
2789,Item 2789,Beauty,500.57
2790,Item 2790,Garden,702.14
2791,Item 2791,Electronics,851.46
2792,Item 2792,Sports,458.93
2793,Item 2793,Electronics,600.97
2794,Item 2794,Food,583.45
2795,Item 2795,Food,867.36
2796,Item 2796,Sports,675.05
2797,Item 2797,Garden,470.99
2798,Item 2798,Toys,599.02
2799,Item 2799,Sports,576.87
2800,Item 2800,Home,305.45
2801,Item 2801,Food,707.61
2802,Item 2802,Health,752.42
2803,Item 2803,Food,282.06
2804,Item 2804,Books,134.42
2805,Item 2805,Beauty,884.23
2806,Item 2806,Garden,99.15
2807,Item 2807,Beauty,299.73
2808,Item 2808,Garden,403.25
2809,Item 2809,Clothing,938.23
2810,Item 2810,Garden,482.37
2811,Item 2811,Electronics,733.68
2812,Item 2812,Home,463.5
2813,Item 2813,Health,418.4
2814,Item 2814,Books,568.36
2815,Item 2815,Toys,588.5
2816,Item 2816,Garden,652.52
2817,Item 2817,Sports,942.48
2818,Item 2818,Electronics,963.05
2819,Item 2819,Food,21.5
2820,Item 2820,Home,21.71
2821,Item 2821,Books,216.02
2822,Item 2822,Beauty,85.5
2823,Item 2823,Toys,538.01
2824,Item 2824,Toys,225.68
2825,Item 2825,Health,952.88
2826,Item 2826,Garden,964.45
2827,Item 2827,Food,175.98
2828,Item 2828,Sports,271.93
2829,Item 2829,Sports,631.81
2830,Item 2830,Electronics,470.9
2831,Item 2831,Food,670.59
2832,Item 2832,Clothing,424.75
2833,Item 2833,Electronics,926.87
2834,Item 2834,Health,508.74
2835,Item 2835,Food,720.53
2836,Item 2836,Clothing,656.09
2837,Item 2837,Clothing,821.5
2838,Item 2838,Beauty,601.44
2839,Item 2839,Books,200.53
2840,Item 2840,Food,957.68
2841,Item 2841,Beauty,733.74
2842,Item 2842,Health,624.51
2843,Item 2843,Books,830.68
2844,Item 2844,Health,183.55
2845,Item 2845,Food,996.74
2846,Item 2846,Toys,863.72
2847,Item 2847,Garden,356.24
2848,Item 2848,Electronics,250.2
2849,Item 2849,Beauty,537.36
2850,Item 2850,Food,591.93
2851,Item 2851,Home,889.29
2852,Item 2852,Clothing,305.86
2853,Item 2853,Beauty,561.29
2854,Item 2854,Electronics,434.32
2855,Item 2855,Clothing,654.02
2856,Item 2856,Toys,429.45
2857,Item 2857,Sports,667.71
2858,Item 2858,Food,44.19
2859,Item 2859,Toys,712.67
2860,Item 2860,Garden,340.47
2861,Item 2861,Food,779.29
2862,Item 2862,Health,348.36
2863,Item 2863,Health,556.15
2864,Item 2864,Electronics,663.94
2865,Item 2865,Books,161.45
2866,Item 2866,Sports,101.27
2867,Item 2867,Books,391.52
2868,Item 2868,Sports,980.57
2869,Item 2869,Sports,513.94
2870,Item 2870,Garden,419.77
2871,Item 2871,Home,690.09
2872,Item 2872,Books,155.81
2873,Item 2873,Electronics,26.69
2874,Item 2874,Home,241.5
2875,Item 2875,Books,171.55
2876,Item 2876,Food,996.77
2877,Item 2877,Books,864.61
2878,Item 2878,Health,591.58
2879,Item 2879,Home,54.43
2880,Item 2880,Books,325.59
2881,Item 2881,Food,791.61
2882,Item 2882,Home,22.61
2883,Item 2883,Garden,273.9
2884,Item 2884,Sports,685.55
2885,Item 2885,Toys,772.29
2886,Item 2886,Clothing,291.65
2887,Item 2887,Home,811.85
2888,Item 2888,Health,172.8
2889,Item 2889,Toys,645.81
2890,Item 2890,Toys,41.7
2891,Item 2891,Sports,375.64
2892,Item 2892,Garden,308.07
2893,Item 2893,Clothing,802.83
2894,Item 2894,Electronics,232.8
2895,Item 2895,Health,517.66
2896,Item 2896,Food,736.74
2897,Item 2897,Health,677.07
2898,Item 2898,Clothing,753.12
2899,Item 2899,Books,55.1
2900,Item 2900,Electronics,732.71
2901,Item 2901,Garden,234.73
2902,Item 2902,Toys,939.63
2903,Item 2903,Sports,840.84
2904,Item 2904,Health,252.54
2905,Item 2905,Clothing,111.22
2906,Item 2906,Electronics,564.3
2907,Item 2907,Food,860.81
2908,Item 2908,Books,322.76
2909,Item 2909,Health,394.41
2910,Item 2910,Health,566.04
2911,Item 2911,Food,808.9
2912,Item 2912,Sports,334.38
2913,Item 2913,Food,496.94
2914,Item 2914,Clothing,286.9
2915,Item 2915,Food,260.7
2916,Item 2916,Beauty,581.31
2917,Item 2917,Electronics,555.73
2918,Item 2918,Home,158.36
2919,Item 2919,Clothing,653.33
2920,Item 2920,Home,650.99
2921,Item 2921,Garden,233.3
2922,Item 2922,Beauty,124.21
2923,Item 2923,Electronics,337.75
2924,Item 2924,Books,127.89
2925,Item 2925,Garden,529.01
2926,Item 2926,Health,75.53
2927,Item 2927,Garden,828.61
2928,Item 2928,Beauty,141.61
2929,Item 2929,Health,816.49
2930,Item 2930,Clothing,199.16
2931,Item 2931,Home,956.3
2932,Item 2932,Home,757.05
2933,Item 2933,Books,464.51
2934,Item 2934,Home,377.95
2935,Item 2935,Food,242.57
2936,Item 2936,Food,790.54
2937,Item 2937,Toys,647.28
2938,Item 2938,Sports,282.46
2939,Item 2939,Beauty,713.63
2940,Item 2940,Health,713.77
2941,Item 2941,Beauty,46.73
2942,Item 2942,Sports,330.21
2943,Item 2943,Electronics,781.79
2944,Item 2944,Books,365.95
2945,Item 2945,Food,977.55
2946,Item 2946,Health,525.67
2947,Item 2947,Sports,363.75
2948,Item 2948,Toys,471.59
2949,Item 2949,Toys,14.89
2950,Item 2950,Beauty,156.5
2951,Item 2951,Beauty,737.23
2952,Item 2952,Electronics,86.11
2953,Item 2953,Beauty,675.57
2954,Item 2954,Beauty,789.43
2955,Item 2955,Sports,18.29
2956,Item 2956,Sports,778.77
2957,Item 2957,Books,38.05
2958,Item 2958,Electronics,557.47
2959,Item 2959,Books,388.53
2960,Item 2960,Electronics,505.87
2961,Item 2961,Electronics,102.75
2962,Item 2962,Garden,50.15
2963,Item 2963,Beauty,410.71
2964,Item 2964,Health,235.3
2965,Item 2965,Health,256.4
2966,Item 2966,Garden,112.53
2967,Item 2967,Sports,684.04
2968,Item 2968,Beauty,647.05
2969,Item 2969,Books,728.91
2970,Item 2970,Books,452.02
2971,Item 2971,Food,281.83
2972,Item 2972,Beauty,769.53
2973,Item 2973,Health,587.52
2974,Item 2974,Toys,777.62
2975,Item 2975,Electronics,181.95
2976,Item 2976,Food,819.15
2977,Item 2977,Home,56.61
2978,Item 2978,Clothing,838.17
2979,Item 2979,Home,17.96
2980,Item 2980,Beauty,117.64
2981,Item 2981,Beauty,807.52
2982,Item 2982,Sports,459.36
2983,Item 2983,Books,441.51
2984,Item 2984,Health,758.63
2985,Item 2985,Books,117.47
2986,Item 2986,Garden,619.07
2987,Item 2987,Books,529.67
2988,Item 2988,Electronics,317.13
2989,Item 2989,Home,123.28
2990,Item 2990,Sports,259.51
2991,Item 2991,Electronics,570.37
2992,Item 2992,Home,825.06
2993,Item 2993,Beauty,52.86
2994,Item 2994,Beauty,580.79
2995,Item 2995,Books,192.94
2996,Item 2996,Books,917.55
2997,Item 2997,Clothing,838.03
2998,Item 2998,Health,452.5
2999,Item 2999,Food,237.5
3000,Item 3000,Beauty,990.6
3001,Item 3001,Clothing,544.56
3002,Item 3002,Toys,566.14
3003,Item 3003,Beauty,725.52
3004,Item 3004,Beauty,653.42
3005,Item 3005,Toys,968.19
3006,Item 3006,Clothing,958.5
3007,Item 3007,Toys,851.05
3008,Item 3008,Beauty,483.87
3009,Item 3009,Toys,250.66
3010,Item 3010,Electronics,863.21
3011,Item 3011,Food,685.6
3012,Item 3012,Beauty,869.09
3013,Item 3013,Home,886.71
3014,Item 3014,Garden,224.08
3015,Item 3015,Toys,574.71
3016,Item 3016,Toys,839.24
3017,Item 3017,Food,779.19
3018,Item 3018,Home,153.91
3019,Item 3019,Home,39.79
3020,Item 3020,Garden,376.56
3021,Item 3021,Garden,993.53
3022,Item 3022,Sports,158.8
3023,Item 3023,Beauty,424.74
3024,Item 3024,Clothing,908.04
3025,Item 3025,Toys,437.16
3026,Item 3026,Home,258.67
3027,Item 3027,Beauty,419.32
3028,Item 3028,Electronics,724.44
3029,Item 3029,Home,156.0
3030,Item 3030,Health,452.67
3031,Item 3031,Health,629.61
3032,Item 3032,Food,876.5
3033,Item 3033,Home,66.13
3034,Item 3034,Garden,870.28
3035,Item 3035,Home,956.07
3036,Item 3036,Health,560.25
3037,Item 3037,Health,338.23
3038,Item 3038,Health,846.69
3039,Item 3039,Electronics,31.46
3040,Item 3040,Food,353.53
3041,Item 3041,Electronics,428.11
3042,Item 3042,Books,861.56
3043,Item 3043,Health,809.52
3044,Item 3044,Sports,873.29
3045,Item 3045,Health,419.86
3046,Item 3046,Books,327.33
3047,Item 3047,Garden,83.76
3048,Item 3048,Home,917.85
3049,Item 3049,Home,436.37
3050,Item 3050,Garden,572.89
3051,Item 3051,Toys,227.81
3052,Item 3052,Beauty,891.88
3053,Item 3053,Sports,853.46
3054,Item 3054,Health,258.08
3055,Item 3055,Toys,767.13
3056,Item 3056,Clothing,524.73
3057,Item 3057,Garden,852.66
3058,Item 3058,Toys,322.26
3059,Item 3059,Garden,991.24
3060,Item 3060,Books,284.91
3061,Item 3061,Food,655.86
3062,Item 3062,Health,137.64
3063,Item 3063,Clothing,535.26
3064,Item 3064,Clothing,869.85
3065,Item 3065,Beauty,761.06
3066,Item 3066,Home,151.01
3067,Item 3067,Toys,737.29
3068,Item 3068,Books,235.75
3069,Item 3069,Food,60.93
3070,Item 3070,Clothing,876.45
3071,Item 3071,Food,941.93
3072,Item 3072,Food,868.35
3073,Item 3073,Clothing,185.79
3074,Item 3074,Toys,617.42
3075,Item 3075,Food,434.69
3076,Item 3076,Beauty,704.26
3077,Item 3077,Sports,855.11
3078,Item 3078,Food,791.28
3079,Item 3079,Garden,59.1
3080,Item 3080,Food,780.47
3081,Item 3081,Home,917.12
3082,Item 3082,Clothing,585.24
3083,Item 3083,Sports,44.1
3084,Item 3084,Books,938.84
3085,Item 3085,Electronics,62.45
3086,Item 3086,Garden,705.29
3087,Item 3087,Food,109.31
3088,Item 3088,Garden,113.73
3089,Item 3089,Sports,820.22
3090,Item 3090,Beauty,171.04
3091,Item 3091,Garden,587.7
3092,Item 3092,Clothing,341.13
3093,Item 3093,Books,276.23
3094,Item 3094,Garden,984.26
3095,Item 3095,Toys,552.8
3096,Item 3096,Food,330.04
3097,Item 3097,Electronics,300.81
3098,Item 3098,Electronics,359.72
3099,Item 3099,Beauty,969.95
3100,Item 3100,Home,234.98
3101,Item 3101,Sports,326.14
3102,Item 3102,Beauty,262.85
3103,Item 3103,Garden,479.11
3104,Item 3104,Health,708.9
3105,Item 3105,Health,184.91
3106,Item 3106,Electronics,613.73
3107,Item 3107,Food,336.7
3108,Item 3108,Books,257.67
3109,Item 3109,Garden,774.77
3110,Item 3110,Home,653.44
3111,Item 3111,Beauty,741.91
3112,Item 3112,Toys,282.44
3113,Item 3113,Electronics,974.97
3114,Item 3114,Health,625.64
3115,Item 3115,Electronics,867.63
3116,Item 3116,Beauty,704.36
3117,Item 3117,Food,828.3
3118,Item 3118,Clothing,617.49
3119,Item 3119,Food,935.48
3120,Item 3120,Home,742.8
3121,Item 3121,Sports,340.89
3122,Item 3122,Clothing,663.76
3123,Item 3123,Health,861.73
3124,Item 3124,Clothing,415.63
3125,Item 3125,Home,788.76
3126,Item 3126,Health,602.91
3127,Item 3127,Clothing,89.04
3128,Item 3128,Toys,553.15
3129,Item 3129,Beauty,178.92
3130,Item 3130,Garden,458.6
3131,Item 3131,Sports,135.91
3132,Item 3132,Toys,921.93
3133,Item 3133,Garden,105.72
3134,Item 3134,Food,811.98
3135,Item 3135,Sports,239.38
3136,Item 3136,Food,12.88
3137,Item 3137,Toys,60.16
3138,Item 3138,Beauty,952.77
3139,Item 3139,Garden,95.71
3140,Item 3140,Home,156.24
3141,Item 3141,Garden,368.52
3142,Item 3142,Toys,694.27
3143,Item 3143,Electronics,359.41
3144,Item 3144,Beauty,743.02
3145,Item 3145,Electronics,295.38
3146,Item 3146,Food,853.7
3147,Item 3147,Toys,56.1
3148,Item 3148,Beauty,245.16
3149,Item 3149,Home,706.09
3150,Item 3150,Sports,909.53
3151,Item 3151,Books,614.21
3152,Item 3152,Sports,213.14
3153,Item 3153,Books,719.53
3154,Item 3154,Food,23.63
3155,Item 3155,Health,361.55
3156,Item 3156,Health,235.93
3157,Item 3157,Beauty,38.35
3158,Item 3158,Food,782.45
3159,Item 3159,Food,873.91
3160,Item 3160,Home,797.18
3161,Item 3161,Food,134.53
3162,Item 3162,Health,343.19
3163,Item 3163,Sports,614.14
3164,Item 3164,Clothing,968.24
3165,Item 3165,Health,777.46
3166,Item 3166,Electronics,496.5
3167,Item 3167,Beauty,501.75
3168,Item 3168,Sports,914.95
3169,Item 3169,Books,784.61
3170,Item 3170,Electronics,17.14
3171,Item 3171,Garden,165.16
3172,Item 3172,Clothing,719.59
3173,Item 3173,Health,443.68
3174,Item 3174,Electronics,194.5
3175,Item 3175,Electronics,216.48
3176,Item 3176,Books,169.45
3177,Item 3177,Electronics,276.91
3178,Item 3178,Home,208.22
3179,Item 3179,Books,630.46
3180,Item 3180,Toys,230.23
3181,Item 3181,Toys,875.05
3182,Item 3182,Garden,943.99
3183,Item 3183,Toys,74.11
3184,Item 3184,Toys,349.15
3185,Item 3185,Books,980.94
3186,Item 3186,Food,820.72
3187,Item 3187,Books,190.47
3188,Item 3188,Garden,387.22
3189,Item 3189,Books,12.48
3190,Item 3190,Books,747.53
3191,Item 3191,Toys,704.67
3192,Item 3192,Beauty,172.07
3193,Item 3193,Food,399.68
3194,Item 3194,Sports,226.09
3195,Item 3195,Garden,682.94
3196,Item 3196,Beauty,943.93
3197,Item 3197,Sports,690.22
3198,Item 3198,Beauty,575.66
3199,Item 3199,Sports,65.86
3200,Item 3200,Toys,490.18
3201,Item 3201,Clothing,371.91
3202,Item 3202,Health,681.1
3203,Item 3203,Sports,471.98
3204,Item 3204,Toys,703.35
3205,Item 3205,Sports,548.62
3206,Item 3206,Toys,707.32
3207,Item 3207,Electronics,945.06
3208,Item 3208,Beauty,969.23
3209,Item 3209,Food,820.95
3210,Item 3210,Toys,541.24
3211,Item 3211,Books,178.24
3212,Item 3212,Clothing,103.58
3213,Item 3213,Health,409.26
3214,Item 3214,Toys,582.82
3215,Item 3215,Electronics,785.4
3216,Item 3216,Sports,66.07
3217,Item 3217,Clothing,508.84
3218,Item 3218,Home,401.68
3219,Item 3219,Beauty,255.19
3220,Item 3220,Clothing,447.75
3221,Item 3221,Food,587.11
3222,Item 3222,Toys,821.35
3223,Item 3223,Sports,24.78
3224,Item 3224,Food,250.78
3225,Item 3225,Electronics,471.39
3226,Item 3226,Electronics,333.68
3227,Item 3227,Home,411.52
3228,Item 3228,Health,324.08
3229,Item 3229,Food,993.05
3230,Item 3230,Food,106.19
3231,Item 3231,Health,210.43
3232,Item 3232,Garden,967.32
3233,Item 3233,Sports,957.72
3234,Item 3234,Food,454.56
3235,Item 3235,Books,218.48
3236,Item 3236,Home,605.05
3237,Item 3237,Home,984.72
3238,Item 3238,Garden,71.21
3239,Item 3239,Toys,219.43
3240,Item 3240,Health,81.67
3241,Item 3241,Home,854.53
3242,Item 3242,Electronics,952.19
3243,Item 3243,Books,369.75
3244,Item 3244,Electronics,795.4
3245,Item 3245,Health,653.3
3246,Item 3246,Home,749.55
3247,Item 3247,Home,349.93
3248,Item 3248,Beauty,947.14
3249,Item 3249,Health,897.87
3250,Item 3250,Garden,247.69
3251,Item 3251,Food,952.96
3252,Item 3252,Books,364.13
3253,Item 3253,Beauty,980.01
3254,Item 3254,Food,637.83
3255,Item 3255,Food,190.08
3256,Item 3256,Toys,648.88
3257,Item 3257,Sports,87.09
3258,Item 3258,Food,423.57
3259,Item 3259,Health,74.96
3260,Item 3260,Food,611.67
3261,Item 3261,Beauty,822.85
3262,Item 3262,Home,725.32
3263,Item 3263,Clothing,171.82
3264,Item 3264,Home,504.64
3265,Item 3265,Home,108.75
3266,Item 3266,Toys,122.7
3267,Item 3267,Food,531.37
3268,Item 3268,Electronics,594.72
3269,Item 3269,Electronics,189.68
3270,Item 3270,Sports,386.63
3271,Item 3271,Sports,799.13
3272,Item 3272,Clothing,250.0
3273,Item 3273,Electronics,833.92
3274,Item 3274,Health,707.82
3275,Item 3275,Home,609.47
3276,Item 3276,Books,739.88
3277,Item 3277,Garden,358.01
3278,Item 3278,Clothing,288.03
3279,Item 3279,Clothing,238.04
3280,Item 3280,Clothing,522.28
3281,Item 3281,Clothing,594.41
3282,Item 3282,Beauty,145.92
3283,Item 3283,Garden,325.7
3284,Item 3284,Clothing,861.61
3285,Item 3285,Food,849.98
3286,Item 3286,Food,479.21
3287,Item 3287,Toys,455.19
3288,Item 3288,Electronics,358.51
3289,Item 3289,Home,680.48
3290,Item 3290,Home,294.45
3291,Item 3291,Health,118.14
3292,Item 3292,Toys,277.16
3293,Item 3293,Books,51.22
3294,Item 3294,Books,417.35
3295,Item 3295,Clothing,48.82
3296,Item 3296,Food,790.49
3297,Item 3297,Electronics,14.32
3298,Item 3298,Food,292.14
3299,Item 3299,Food,509.19
3300,Item 3300,Home,132.52
3301,Item 3301,Clothing,189.05
3302,Item 3302,Electronics,588.96
3303,Item 3303,Clothing,535.35
3304,Item 3304,Sports,133.03
3305,Item 3305,Books,194.21
3306,Item 3306,Beauty,407.05
3307,Item 3307,Home,401.47
3308,Item 3308,Books,752.35
3309,Item 3309,Books,457.12
3310,Item 3310,Health,202.04
3311,Item 3311,Sports,887.3
3312,Item 3312,Toys,344.93
3313,Item 3313,Food,227.66
3314,Item 3314,Clothing,265.06
3315,Item 3315,Electronics,992.58
3316,Item 3316,Sports,710.62
3317,Item 3317,Food,317.44
3318,Item 3318,Sports,58.26
3319,Item 3319,Electronics,581.37
3320,Item 3320,Food,266.3
3321,Item 3321,Clothing,916.09
3322,Item 3322,Electronics,321.64
3323,Item 3323,Health,79.14
3324,Item 3324,Toys,732.49
3325,Item 3325,Food,494.88
3326,Item 3326,Clothing,855.62
3327,Item 3327,Garden,476.04
3328,Item 3328,Clothing,904.89
3329,Item 3329,Garden,467.33
3330,Item 3330,Electronics,109.38
3331,Item 3331,Garden,313.15
3332,Item 3332,Electronics,253.85
3333,Item 3333,Toys,175.32
3334,Item 3334,Clothing,930.81
3335,Item 3335,Toys,900.55
3336,Item 3336,Sports,306.97
3337,Item 3337,Food,230.17
3338,Item 3338,Home,312.09
3339,Item 3339,Beauty,190.36
3340,Item 3340,Electronics,297.46
3341,Item 3341,Health,765.06
3342,Item 3342,Clothing,106.4
3343,Item 3343,Sports,982.38
3344,Item 3344,Health,179.26
3345,Item 3345,Clothing,769.28
3346,Item 3346,Beauty,693.88
3347,Item 3347,Beauty,401.17
3348,Item 3348,Electronics,455.77
3349,Item 3349,Beauty,450.95
3350,Item 3350,Garden,84.02
3351,Item 3351,Beauty,695.49
3352,Item 3352,Food,708.02
3353,Item 3353,Beauty,979.15
3354,Item 3354,Electronics,237.68
3355,Item 3355,Books,400.8
3356,Item 3356,Food,415.82
3357,Item 3357,Food,340.17
3358,Item 3358,Food,747.55
3359,Item 3359,Garden,352.28
3360,Item 3360,Toys,571.24
3361,Item 3361,Food,149.44
3362,Item 3362,Health,382.94
3363,Item 3363,Toys,233.61
3364,Item 3364,Beauty,297.8
3365,Item 3365,Clothing,689.5
3366,Item 3366,Clothing,755.54
3367,Item 3367,Electronics,813.84
3368,Item 3368,Beauty,241.11
3369,Item 3369,Clothing,226.82
3370,Item 3370,Food,56.52
